image_path,original_filename,breed,age_min,age_max,age_mid,age_range,sex,age_label,dataset
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\pug cross 2-5 M(2) copy.jpg,pug cross 2-5 M(2) copy.jpg,pug cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Pyrenean Mountain Dog 2-5 M copy.jpg,Pyrenean Mountain Dog 2-5 M copy.jpg,pyrenean mountain dog,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Pyrenean mountain dog 2-5 M.png,Pyrenean mountain dog 2-5 M.png,pyrenean mountain dog,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Rottweiler 2-5 F copy.jpg,Rottweiler 2-5 F copy.jpg,rottweiler,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Rottweiler 2-5 F(1) copy.jpg,Rottweiler 2-5 F(1) copy.jpg,rottweiler,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Rottweiler 2-5 F(2) copy.jpg,Rottweiler 2-5 F(2) copy.jpg,rottweiler,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\rottweiler 2-5 F(2).png,rottweiler 2-5 F(2).png,rottweiler,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\rottweiler 2-5 F(3) copy.jpg,rottweiler 2-5 F(3) copy.jpg,rottweiler,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Rottweiler 2-5 M copy.jpg,Rottweiler 2-5 M copy.jpg,rottweiler,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\rottweiler 2-5 M(1) copy.jpg,rottweiler 2-5 M(1) copy.jpg,rottweiler,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\rottweiler 2-5 M.png,rottweiler 2-5 M.png,rottweiler,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\rottweiler cross staffodshire bull terrier 2-5 F.png,rottweiler cross staffodshire bull terrier 2-5 F.png,rottweiler cross staffodshire bull terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Saluki 2-5 F copy.jpg,Saluki 2-5 F copy.jpg,saluki,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\saluki 2-5 F(1) copy.jpg,saluki 2-5 F(1) copy.jpg,saluki,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Saluki 2-5 M(1) copy.jpg,Saluki 2-5 M(1) copy.jpg,saluki,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\saluki 2-5 M(2) copy.jpg,saluki 2-5 M(2) copy.jpg,saluki,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\saluki 2-5 M(3) copy.jpg,saluki 2-5 M(3) copy.jpg,saluki,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\saluki 2-5 M(4) copy.jpg,saluki 2-5 M(4) copy.jpg,saluki,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\saluki 2-5 M(5) copy.jpg,saluki 2-5 M(5) copy.jpg,saluki,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\schnauzer corss 2-5 M copy.jpg,schnauzer corss 2-5 M copy.jpg,schnauzer corss,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\shar pei 2-5 M copy.jpg,shar pei 2-5 M copy.jpg,shar pei,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\shih tzu 2-5 F copy.jpg,shih tzu 2-5 F copy.jpg,shih tzu,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\shih tzu 2-5 M copy.jpg,shih tzu 2-5 M copy.jpg,shih tzu,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Siberian Husky 2-5 F copy.jpg,Siberian Husky 2-5 F copy.jpg,siberian husky,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\siberian husky 2-5 F(1) copy.jpg,siberian husky 2-5 F(1) copy.jpg,siberian husky,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\siberian husky 2-5 F(2) copy.jpg,siberian husky 2-5 F(2) copy.jpg,siberian husky,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\siberian husky 2-5 F(3) copy.jpg,siberian husky 2-5 F(3) copy.jpg,siberian husky,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\siberian husky 2-5 F(5) copy.jpg,siberian husky 2-5 F(5) copy.jpg,siberian husky,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Siberian Husky 2-5 M copy.jpg,Siberian Husky 2-5 M copy.jpg,siberian husky,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\siberian husky 2-5 M(1) copy.jpg,siberian husky 2-5 M(1) copy.jpg,siberian husky,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Siberian husky 2-5 M(12).png,Siberian husky 2-5 M(12).png,siberian husky,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\siberian husky 2-5 M(2) copy.jpg,siberian husky 2-5 M(2) copy.jpg,siberian husky,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\siberian husky 2-5 M(3) copy.jpg,siberian husky 2-5 M(3) copy.jpg,siberian husky,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Siberian husky 2-5 M.png,Siberian husky 2-5 M.png,siberian husky,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\siberian husky cross 3 M.png,siberian husky cross 3 M.png,siberian husky cross,3.0,3.0,3.0,3,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\smooth collie 2-5 F copy.jpg,smooth collie 2-5 F copy.jpg,smooth collie,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Springer spaniel 2-5 M copy.jpg,Springer spaniel 2-5 M copy.jpg,springer spaniel,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 F (30).png,staffordshire bull terrier 2-5 F (30).png,staffordshire bull terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 F (32).png,staffordshire bull terrier 2-5 F (32).png,staffordshire bull terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Staffordshire bull terrier 2-5 F copy.jpg,Staffordshire bull terrier 2-5 F copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 F(1) copy.jpg,staffordshire bull terrier 2-5 F(1) copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 F(2) copy.jpg,staffordshire bull terrier 2-5 F(2) copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 F(3) copy.jpg,staffordshire bull terrier 2-5 F(3) copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 F(5) copy.jpg,staffordshire bull terrier 2-5 F(5) copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 M copy.jpg,staffordshire bull terrier 2-5 M copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Staffordshire bull terrier 2-5 M(1) copy.jpg,Staffordshire bull terrier 2-5 M(1) copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Staffordshire bull terrier 2-5 M(3) copy.jpg,Staffordshire bull terrier 2-5 M(3) copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Staffordshire bull terrier 2-5 M(33).png,Staffordshire bull terrier 2-5 M(33).png,staffordshire bull terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 M(4) copy.jpg,staffordshire bull terrier 2-5 M(4) copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 M(5) copy.jpg,staffordshire bull terrier 2-5 M(5) copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 M(6) copy.jpg,staffordshire bull terrier 2-5 M(6) copy.jpg,staffordshire bull terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 2-5 M.png,staffordshire bull terrier 2-5 M.png,staffordshire bull terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier 4 F.png,staffordshire bull terrier 4 F.png,staffordshire bull terrier,4.0,4.0,4.0,4,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Staffordshire bull terrier cross 2 M(30).png,Staffordshire bull terrier cross 2 M(30).png,staffordshire bull terrier cross,2.0,2.0,2.0,2,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Staffordshire bull terrier cross 2-5 F copy.jpg,Staffordshire bull terrier cross 2-5 F copy.jpg,staffordshire bull terrier cross,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier cross 2-5 F(1) copy.jpg,staffordshire bull terrier cross 2-5 F(1) copy.jpg,staffordshire bull terrier cross,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier cross 2-5 F(3) copy.jpg,staffordshire bull terrier cross 2-5 F(3) copy.jpg,staffordshire bull terrier cross,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier cross 2-5 F(4) copy.jpg,staffordshire bull terrier cross 2-5 F(4) copy.jpg,staffordshire bull terrier cross,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Staffordshire bull terrier cross 2-5 M copy.jpg,Staffordshire bull terrier cross 2-5 M copy.jpg,staffordshire bull terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Staffordshire bull terrier cross 2-5 M(1) copy.jpg,Staffordshire bull terrier cross 2-5 M(1) copy.jpg,staffordshire bull terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Staffordshire bull terrier cross 2-5 M(2) copy.jpg,Staffordshire bull terrier cross 2-5 M(2) copy.jpg,staffordshire bull terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier cross 2-5 M(3) copy.jpg,staffordshire bull terrier cross 2-5 M(3) copy.jpg,staffordshire bull terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier cross 2-5 M.png,staffordshire bull terrier cross 2-5 M.png,staffordshire bull terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\staffordshire bull terrier cross 3 M.png,staffordshire bull terrier cross 3 M.png,staffordshire bull terrier cross,3.0,3.0,3.0,3,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Terrier 2-5 F copy.jpg,Terrier 2-5 F copy.jpg,terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Terrier 2-5 M copy.jpg,Terrier 2-5 M copy.jpg,terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Terrier 2-5 M(1) copy.jpg,Terrier 2-5 M(1) copy.jpg,terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier 2-5 M(2) copy.jpg,terrier 2-5 M(2) copy.jpg,terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier 2-5 M(3) copy.jpg,terrier 2-5 M(3) copy.jpg,terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier 2-5 M(4) copy.jpg,terrier 2-5 M(4) copy.jpg,terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier 2-5 M(5) copy.jpg,terrier 2-5 M(5) copy.jpg,terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier 2-5 M(6) copy.jpg,terrier 2-5 M(6) copy.jpg,terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Terrier cross 2 M copy.jpg,Terrier cross 2 M copy.jpg,terrier cross,2.0,2.0,2.0,2,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier cross 2-5 F copy.jpg,terrier cross 2-5 F copy.jpg,terrier cross,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Terrier cross 2-5 F(2).png,Terrier cross 2-5 F(2).png,terrier cross,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Terrier cross 2-5 F.png,Terrier cross 2-5 F.png,terrier cross,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier cross 2-5 M (40).png,terrier cross 2-5 M (40).png,terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier cross 2-5 M(1) copy.jpg,terrier cross 2-5 M(1) copy.jpg,terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier cross 2-5 M(2) copy.jpg,terrier cross 2-5 M(2) copy.jpg,terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier cross 2-5 M(3) copy.jpg,terrier cross 2-5 M(3) copy.jpg,terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier cross 2-5 M(3).png,terrier cross 2-5 M(3).png,terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier cross 2-5 M(4) copy.jpg,terrier cross 2-5 M(4) copy.jpg,terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier cross 2-5 M(41).png,terrier cross 2-5 M(41).png,terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\terrier cross 2-5 M(5) copy.jpg,terrier cross 2-5 M(5) copy.jpg,terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Terrier cross 5 M copy.jpg,Terrier cross 5 M copy.jpg,terrier cross,5.0,5.0,5.0,5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Weimeraner 2-5 M copy.jpg,Weimeraner 2-5 M copy.jpg,weimeraner,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\west highland terrier 2-5 M copy.jpg,west highland terrier 2-5 M copy.jpg,west highland terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\west highland terrier cross 2-5 M.png,west highland terrier cross 2-5 M.png,west highland terrier cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\whippet 2-5 M.png,whippet 2-5 M.png,whippet,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Akita 5-7 F copy.jpg,Akita 5-7 F copy.jpg,akita,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\akita 5-7 F(1) copy.jpg,akita 5-7 F(1) copy.jpg,akita,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\akita 5-7 F(2) copy.jpg,akita 5-7 F(2) copy.jpg,akita,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Akita 5-7 M copy.jpg,Akita 5-7 M copy.jpg,akita,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Akita 5-7 M(2) copy.jpg,Akita 5-7 M(2) copy.jpg,akita,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\akita 8+ F copy.jpg,akita 8+ F copy.jpg,akita,8.0,inf,8.0,8+,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\akita 8+ F(1) copy.jpg,akita 8+ F(1) copy.jpg,akita,8.0,inf,8.0,8+,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\akita 8+ F.png,akita 8+ F.png,akita,8.0,inf,8.0,8+,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Akita 8+ M.png,Akita 8+ M.png,akita,8.0,inf,8.0,8+,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Alaskan Malamute 5-7 F.png,Alaskan Malamute 5-7 F.png,alaskan malamute,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\American bull dog 5-7 F copy.jpg,American bull dog 5-7 F copy.jpg,american bull dog,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\American bull dog 5-7 M copy.jpg,American bull dog 5-7 M copy.jpg,american bull dog,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\American bull dog 8+ M copy.jpg,American bull dog 8+ M copy.jpg,american bull dog,8.0,inf,8.0,8+,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\American bulldog 5-7 F (1) copy.jpg,American bulldog 5-7 F (1) copy.jpg,american bulldog,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\American bulldog 5-7 F copy.jpg,American bulldog 5-7 F copy.jpg,american bulldog,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\american bulldog 5-7 F(2) copy.jpg,american bulldog 5-7 F(2) copy.jpg,american bulldog,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\anatolian shepherd dog 5-7 M.png,anatolian shepherd dog 5-7 M.png,anatolian shepherd dog,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\basset hound cross 5-7 F copy.jpg,basset hound cross 5-7 F copy.jpg,basset hound cross,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\beagle 11 M copy.jpg,beagle 11 M copy.jpg,beagle,11.0,11.0,11.0,11,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Beagle 5-7 F copy.jpg,Beagle 5-7 F copy.jpg,beagle,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Beagle 5-7 M copy.jpg,Beagle 5-7 M copy.jpg,beagle,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Beagle 5-7 M(1) copy.jpg,Beagle 5-7 M(1) copy.jpg,beagle,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\beagle 5-7 M.png,beagle 5-7 M.png,beagle,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Beagle 8+ F (1) copy.jpg,Beagle 8+ F (1) copy.jpg,beagle,8.0,inf,8.0,8+,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Beagle 8+ F copy.jpg,Beagle 8+ F copy.jpg,beagle,8.0,inf,8.0,8+,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Beagle cross 5-7 M copy.jpg,Beagle cross 5-7 M copy.jpg,beagle cross,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\beagle cross 9 M copy.jpg,beagle cross 9 M copy.jpg,beagle cross,9.0,9.0,9.0,9,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Bearded Collie 5-7 M copy.jpg,Bearded Collie 5-7 M copy.jpg,bearded collie,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\bearded collie 5-7 M(1) copy.jpg,bearded collie 5-7 M(1) copy.jpg,bearded collie,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\BOrder collie 10 M.png,BOrder collie 10 M.png,border collie,10.0,10.0,10.0,10,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\border collie 5-7 F (2).png,border collie 5-7 F (2).png,border collie,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\border collie 5-7 M copy.jpg,border collie 5-7 M copy.jpg,border collie,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Border collie 5-7 M(1) copy.jpg,Border collie 5-7 M(1) copy.jpg,border collie,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Border collie 8+ F copy.jpg,Border collie 8+ F copy.jpg,border collie,8.0,inf,8.0,8+,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Border collie 8+ F(1) copy.jpg,Border collie 8+ F(1) copy.jpg,border collie,8.0,inf,8.0,8+,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\border collie 8+ F(2) copy.jpg,border collie 8+ F(2) copy.jpg,border collie,8.0,inf,8.0,8+,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Border collie 8+ M copy.jpg,Border collie 8+ M copy.jpg,border collie,8.0,inf,8.0,8+,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Border collie 8+ M(1) copy.jpg,Border collie 8+ M(1) copy.jpg,border collie,8.0,inf,8.0,8+,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\Border collie 8+ M(2) copy.jpg,Border collie 8+ M(2) copy.jpg,border collie,8.0,inf,8.0,8+,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\border terrier 5-7 M.png,border terrier 5-7 M.png,border terrier,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\border terrier cross 5-7 M(2).png,border terrier cross 5-7 M(2).png,border terrier cross,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\border terrier cross 5-7 M.png,border terrier cross 5-7 M.png,border terrier cross,5.0,7.0,6.0,5-7,M,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\border terrier cross lakeland terrier 10 F(1).png,border terrier cross lakeland terrier 10 F(1).png,border terrier cross lakeland terrier,10.0,10.0,10.0,10,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\boxer 5-7 F copy.jpg,boxer 5-7 F copy.jpg,boxer,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\bulldog 5-7 F copy.jpg,bulldog 5-7 F copy.jpg,bulldog,5.0,7.0,6.0,5-7,F,Senior,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Senior\cairn terrier 12 F.png,cairn terrier 12 F.png,cairn terrier,12.0,12.0,12.0,12,F,Senior,Expert
